id,focus,signal,slack,drag,confidence,score,lane
l001,latency skew,35,33,6,25,219,ship
l002,signal loss,35,34,6,55,251,ship
l003,incident shape,35,35,6,85,283,ship
l004,span volume,35,36,18,25,201,ship
l005,latency skew,35,37,18,55,233,ship
l006,signal loss,35,38,18,85,265,ship
l007,incident shape,35,39,34,25,175,watch
l008,span volume,35,40,34,55,207,ship
l009,latency skew,35,41,34,85,239,ship
l010,signal loss,60,42,6,25,337,ship
l011,incident shape,60,43,6,55,369,ship
l012,span volume,60,44,6,85,401,ship
l013,latency skew,60,45,18,25,319,ship
l014,signal loss,60,46,18,55,351,ship
l015,incident shape,60,47,18,85,383,ship
l016,span volume,60,48,34,25,293,ship
l017,latency skew,60,32,34,55,291,ship
l018,signal loss,60,33,34,85,323,ship
l019,incident shape,85,34,6,25,421,ship
l020,span volume,85,35,6,55,453,ship
l021,latency skew,85,36,6,85,485,ship
l022,signal loss,85,37,18,25,403,ship
l023,incident shape,85,38,18,55,435,ship
l024,span volume,85,39,18,85,467,ship
l025,latency skew,85,40,34,25,377,ship
l026,signal loss,85,41,34,55,409,ship
l027,incident shape,85,42,34,85,441,ship
